id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
polymath-virtual-library,https://lod-cloud.net/dataset/polymath-virtual-library,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
masc-bn-nif,https://lod-cloud.net/dataset/masc-bn-nif,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
socialsemweb-thesaurus,https://lod-cloud.net/dataset/socialsemweb-thesaurus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-hrv,https://lod-cloud.net/dataset/omwn-hrv,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
isocat-metadata,https://lod-cloud.net/dataset/isocat-metadata,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
de-gaap-ontology-lexicon,https://lod-cloud.net/dataset/de-gaap-ontology-lexicon,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
language-authority-list,https://lod-cloud.net/dataset/language-authority-list,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-cow,https://lod-cloud.net/dataset/omwn-cow,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
brown-corpus-in-rdf-nif,https://lod-cloud.net/dataset/brown-corpus-in-rdf-nif,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-tamil,https://lod-cloud.net/dataset/universal-dependencies-treebank-tamil,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
geowordnet,https://lod-cloud.net/dataset/geowordnet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-kazakh,https://lod-cloud.net/dataset/universal-dependencies-treebank-kazakh,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
jrc-names-mlode,https://lod-cloud.net/dataset/jrc-names-mlode,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-russian,https://lod-cloud.net/dataset/universal-dependencies-treebank-russian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-slv,https://lod-cloud.net/dataset/omwn-slv,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-ca,https://lod-cloud.net/dataset/apertium-rdf-es-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
xlid-lexica,https://lod-cloud.net/dataset/xlid-lexica,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
LewisShort,https://lod-cloud.net/dataset/LewisShort,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
reuters-128-nif-ner-corpus,https://lod-cloud.net/dataset/reuters-128-nif-ner-corpus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-galician-treegal,https://lod-cloud.net/dataset/universal-dependencies-treebank-galician-treegal,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
asjp,https://lod-cloud.net/dataset/asjp,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
english-wordnet,https://lod-cloud.net/dataset/english-wordnet,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
pdev-lemon,https://lod-cloud.net/dataset/pdev-lemon,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-german,https://lod-cloud.net/dataset/universal-dependencies-treebank-german,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-en-es,https://lod-cloud.net/dataset/apertium-rdf-en-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-fr-ca,https://lod-cloud.net/dataset/apertium-rdf-fr-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lodac-bdls,https://lod-cloud.net/dataset/lodac-bdls,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-coptic,https://lod-cloud.net/dataset/universal-dependencies-treebank-coptic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-english,https://lod-cloud.net/dataset/universal-dependencies-treebank-english,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
framebase-schema,https://lod-cloud.net/dataset/framebase-schema,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
dbnary,https://lod-cloud.net/dataset/dbnary,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-latin-proiel,https://lod-cloud.net/dataset/universal-dependencies-treebank-latin-proiel,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
cornetto,https://lod-cloud.net/dataset/cornetto,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-ca-it,https://lod-cloud.net/dataset/apertium-rdf-ca-it,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-tha,https://lod-cloud.net/dataset/omwn-tha,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-dutch-lassysmall,https://lod-cloud.net/dataset/universal-dependencies-treebank-dutch-lassysmall,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-portuguese-br,https://lod-cloud.net/dataset/universal-dependencies-treebank-portuguese-br,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-french,https://lod-cloud.net/dataset/universal-dependencies-treebank-french,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-uyghur,https://lod-cloud.net/dataset/universal-dependencies-treebank-uyghur,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-latin,https://lod-cloud.net/dataset/universal-dependencies-treebank-latin,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-norwegian,https://lod-cloud.net/dataset/universal-dependencies-treebank-norwegian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-english-lines,https://lod-cloud.net/dataset/universal-dependencies-treebank-english-lines,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
PrinParLat,https://lod-cloud.net/dataset/PrinParLat,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-nld,https://lod-cloud.net/dataset/omwn-nld,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-ast,https://lod-cloud.net/dataset/apertium-rdf-es-ast,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-oc-es,https://lod-cloud.net/dataset/apertium-rdf-oc-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-hungarian,https://lod-cloud.net/dataset/universal-dependencies-treebank-hungarian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
catalan-eurowordnet-lemon-lexicon-3-0,https://lod-cloud.net/dataset/catalan-eurowordnet-lemon-lexicon-3-0,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-estonian,https://lod-cloud.net/dataset/universal-dependencies-treebank-estonian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
olia-discourse,https://lod-cloud.net/dataset/olia-discourse,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-vietnamese,https://lod-cloud.net/dataset/universal-dependencies-treebank-vietnamese,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
mlsa,https://lod-cloud.net/dataset/mlsa,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
kore-50-nif-ner-corpus,https://lod-cloud.net/dataset/kore-50-nif-ner-corpus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Latin_Vallex2.0,https://lod-cloud.net/dataset/Latin_Vallex2.0,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-eng,https://lod-cloud.net/dataset/omwn-eng,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
basque-eurowordnet-lemon-lexicon-3-0,https://lod-cloud.net/dataset/basque-eurowordnet-lemon-lexicon-3-0,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
LucaniPharsalia,https://lod-cloud.net/dataset/LucaniPharsalia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-slovak,https://lod-cloud.net/dataset/universal-dependencies-treebank-slovak,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-ro,https://lod-cloud.net/dataset/apertium-rdf-es-ro,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-portuguese-bosque,https://lod-cloud.net/dataset/universal-dependencies-treebank-portuguese-bosque,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
framester,https://lod-cloud.net/dataset/framester,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-finnish-ftb,https://lod-cloud.net/dataset/universal-dependencies-treebank-finnish-ftb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
open-bantu-isixhosa-lexicon,https://lod-cloud.net/dataset/open-bantu-isixhosa-lexicon,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
sentiws,https://lod-cloud.net/dataset/sentiws,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-ewave,https://lod-cloud.net/dataset/clld-ewave,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
universal-dependencies-treebank-old-church-slavonic,https://lod-cloud.net/dataset/universal-dependencies-treebank-old-church-slavonic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-phoible,https://lod-cloud.net/dataset/clld-phoible,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-ell,https://lod-cloud.net/dataset/omwn-ell,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
NLW,https://lod-cloud.net/dataset/NLW,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
galician-eurowordnet-lemon-lexicon-3-0,https://lod-cloud.net/dataset/galician-eurowordnet-lemon-lexicon-3-0,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-fas,https://lod-cloud.net/dataset/omwn-fas,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
muninn-world-war-i,https://lod-cloud.net/dataset/muninn-world-war-i,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
WordFormationLatin,https://lod-cloud.net/dataset/WordFormationLatin,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
saldo-rdf,https://lod-cloud.net/dataset/saldo-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-arabic,https://lod-cloud.net/dataset/universal-dependencies-treebank-arabic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-basque,https://lod-cloud.net/dataset/universal-dependencies-treebank-basque,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
glottolog,https://lod-cloud.net/dataset/glottolog,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-dutch,https://lod-cloud.net/dataset/universal-dependencies-treebank-dutch,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
saldom-rdf,https://lod-cloud.net/dataset/saldom-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-arb,https://lod-cloud.net/dataset/omwn-arb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Querolus,https://lod-cloud.net/dataset/Querolus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-dan,https://lod-cloud.net/dataset/omwn-dan,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
linked-hypernyms,https://lod-cloud.net/dataset/linked-hypernyms,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
copyrighttermbank,https://lod-cloud.net/dataset/copyrighttermbank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-russian-syntagrus,https://lod-cloud.net/dataset/universal-dependencies-treebank-russian-syntagrus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gemet-annotated,https://lod-cloud.net/dataset/gemet-annotated,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rss-500-nif-ner-corpus,https://lod-cloud.net/dataset/rss-500-nif-ner-corpus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eo-ca,https://lod-cloud.net/dataset/apertium-rdf-eo-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-greek,https://lod-cloud.net/dataset/universal-dependencies-treebank-greek,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lemonwiktionary,https://lod-cloud.net/dataset/lemonwiktionary,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-mcr,https://lod-cloud.net/dataset/omwn-mcr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
wold,https://lod-cloud.net/dataset/wold,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-por,https://lod-cloud.net/dataset/omwn-por,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
parole-simple-lexinfo-ontology-lexicons,https://lod-cloud.net/dataset/parole-simple-lexinfo-ontology-lexicons,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-slovenian,https://lod-cloud.net/dataset/universal-dependencies-treebank-slovenian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chat-game-corpus,https://lod-cloud.net/dataset/chat-game-corpus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
apertium-rdf-es-gl,https://lod-cloud.net/dataset/apertium-rdf-es-gl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-ancient-greek-proiel,https://lod-cloud.net/dataset/universal-dependencies-treebank-ancient-greek-proiel,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
CLaSSES,https://lod-cloud.net/dataset/CLaSSES,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-slovenian-sst,https://lod-cloud.net/dataset/universal-dependencies-treebank-slovenian-sst,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-isl,https://lod-cloud.net/dataset/omwn-isl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-latin-ittb,https://lod-cloud.net/dataset/universal-dependencies-treebank-latin-ittb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-japanese-ktc,https://lod-cloud.net/dataset/universal-dependencies-treebank-japanese-ktc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-chinese,https://lod-cloud.net/dataset/universal-dependencies-treebank-chinese,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-pt-ca,https://lod-cloud.net/dataset/apertium-rdf-pt-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
associations,https://lod-cloud.net/dataset/associations,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-swe,https://lod-cloud.net/dataset/omwn-swe,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
mexico,https://lod-cloud.net/dataset/mexico,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-danish,https://lod-cloud.net/dataset/universal-dependencies-treebank-danish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
germlex,https://lod-cloud.net/dataset/germlex,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
LARK,https://lod-cloud.net/dataset/LARK,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
apertium-rdf-eo-es,https://lod-cloud.net/dataset/apertium-rdf-eo-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-an,https://lod-cloud.net/dataset/apertium-rdf-es-an,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-persian,https://lod-cloud.net/dataset/universal-dependencies-treebank-persian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-pt,https://lod-cloud.net/dataset/apertium-rdf-es-pt,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-pt-gl,https://lod-cloud.net/dataset/apertium-rdf-pt-gl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-ukrainian,https://lod-cloud.net/dataset/universal-dependencies-treebank-ukrainian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
asit,https://lod-cloud.net/dataset/asit,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-latvian,https://lod-cloud.net/dataset/universal-dependencies-treebank-latvian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-italian,https://lod-cloud.net/dataset/universal-dependencies-treebank-italian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
